# names: SemiClean 1; 2; 3; 4; 5; 6; 7; 8; 9; 10
4.4000 0.000000 0.000007 0.000035 0.000120 0.000325 0.000744 0.001494 0.002711 0.004543 0.007138 0.010643
4.4500 0.000000 0.000006 0.000031 0.000107 0.000294 0.000680 0.001375 0.002510 0.004229 0.006677 0.009998
4.5000 0.000000 0.000005 0.000027 0.000096 0.000266 0.000621 0.001265 0.002325 0.003938 0.006247 0.009393
4.5500 0.000000 0.000005 0.000024 0.000086 0.000241 0.000567 0.001164 0.002153 0.003666 0.005844 0.008824
4.6000 0.000000 0.000004 0.000021 0.000077 0.000218 0.000517 0.001071 0.001993 0.003414 0.005467 0.008289
4.6500 0.000000 0.000004 0.000019 0.000069 0.000197 0.000472 0.000985 0.001846 0.003178 0.005114 0.007787
4.7000 0.000000 0.000003 0.000016 0.000061 0.000179 0.000431 0.000906 0.001709 0.002959 0.004785 0.007315
4.7500 0.000000 0.000003 0.000014 0.000055 0.000162 0.000394 0.000834 0.001582 0.002755 0.004476 0.006872
4.8000 0.000000 0.000002 0.000013 0.000049 0.000146 0.000360 0.000767 0.001465 0.002565 0.004187 0.006455
4.8500 0.000000 0.000002 0.000011 0.000044 0.000132 0.000328 0.000706 0.001357 0.002388 0.003917 0.006064
4.9000 0.000000 0.000002 0.000010 0.000039 0.000120 0.000300 0.000649 0.001256 0.002224 0.003665 0.005697
4.9500 0.000000 0.000001 0.000009 0.000035 0.000108 0.000274 0.000597 0.001163 0.002070 0.003428 0.005352
5.0000 0.000000 0.000001 0.000008 0.000032 0.000098 0.000250 0.000550 0.001077 0.001928 0.003207 0.005027
5.0500 0.000000 0.000001 0.000007 0.000028 0.000089 0.000228 0.000506 0.000997 0.001795 0.003000 0.004723
5.1000 0.000000 0.000001 0.000006 0.000025 0.000080 0.000208 0.000465 0.000924 0.001671 0.002807 0.004437
5.1500 0.000000 0.000001 0.000005 0.000023 0.000073 0.000190 0.000428 0.000855 0.001556 0.002626 0.004168
5.2000 0.000000 0.000001 0.000005 0.000020 0.000066 0.000174 0.000394 0.000792 0.001449 0.002457 0.003915
5.2500 0.000000 0.000001 0.000004 0.000018 0.000059 0.000159 0.000362 0.000733 0.001349 0.002298 0.003678
5.3000 0.000000 0.000001 0.000004 0.000016 0.000054 0.000145 0.000333 0.000679 0.001256 0.002150 0.003455
5.3500 0.000000 0.000000 0.000003 0.000014 0.000049 0.000132 0.000307 0.000629 0.001169 0.002011 0.003246
5.4000 0.000000 0.000000 0.000003 0.000013 0.000044 0.000121 0.000282 0.000582 0.001089 0.001882 0.003049
5.4500 0.000000 0.000000 0.000003 0.000012 0.000040 0.000110 0.000260 0.000539 0.001014 0.001760 0.002865
5.5000 0.000000 0.000000 0.000002 0.000010 0.000036 0.000101 0.000239 0.000499 0.000944 0.001647 0.002691
5.5500 0.000000 0.000000 0.000002 0.000009 0.000033 0.000092 0.000220 0.000462 0.000879 0.001540 0.002528
5.6000 0.000000 0.000000 0.000002 0.000008 0.000030 0.000084 0.000202 0.000428 0.000818 0.001441 0.002375
5.6500 0.000000 0.000000 0.000002 0.000007 0.000027 0.000077 0.000186 0.000396 0.000762 0.001348 0.002231
5.7000 0.000000 0.000000 0.000001 0.000007 0.000024 0.000070 0.000171 0.000367 0.000709 0.001261 0.002096
5.7500 0.000000 0.000000 0.000001 0.000006 0.000022 0.000064 0.000157 0.000340 0.000660 0.001180 0.001969
5.8000 0.000000 0.000000 0.000001 0.000005 0.000020 0.000058 0.000145 0.000315 0.000615 0.001104 0.001850
5.8500 0.000000 0.000000 0.000001 0.000005 0.000018 0.000053 0.000133 0.000291 0.000572 0.001033 0.001737
5.9000 0.000000 0.000000 0.000001 0.000004 0.000016 0.000049 0.000123 0.000270 0.000533 0.000966 0.001632
5.9500 0.000000 0.000000 0.000001 0.000004 0.000015 0.000044 0.000113 0.000250 0.000496 0.000904 0.001533
6.0000 0.000000 0.000000 0.000001 0.000003 0.000013 0.000041 0.000104 0.000231 0.000462 0.000845 0.001440
6.0500 0.000000 0.000000 0.000001 0.000003 0.000012 0.000037 0.000096 0.000214 0.000430 0.000791 0.001353
6.1000 0.000000 0.000000 0.000000 0.000003 0.000011 0.000034 0.000088 0.000198 0.000400 0.000740 0.001271
6.1500 0.000000 0.000000 0.000000 0.000002 0.000010 0.000031 0.000081 0.000184 0.000373 0.000692 0.001194
6.2000 0.000000 0.000000 0.000000 0.000002 0.000009 0.000028 0.000074 0.000170 0.000347 0.000648 0.001122
6.2500 0.000000 0.000000 0.000000 0.000002 0.000008 0.000026 0.000068 0.000157 0.000323 0.000606 0.001054
6.3000 0.000000 0.000000 0.000000 0.000002 0.000007 0.000024 0.000063 0.000146 0.000301 0.000567 0.000990
6.3500 0.000000 0.000000 0.000000 0.000002 0.000007 0.000021 0.000058 0.000135 0.000280 0.000530 0.000930
6.4000 0.000000 0.000000 0.000000 0.000001 0.000006 0.000020 0.000053 0.000125 0.000261 0.000496 0.000874
6.4500 0.000000 0.000000 0.000000 0.000001 0.000005 0.000018 0.000049 0.000116 0.000243 0.000464 0.000821
6.5000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000016 0.000045 0.000107 0.000226 0.000434 0.000771
6.5500 0.000000 0.000000 0.000000 0.000001 0.000004 0.000015 0.000042 0.000099 0.000211 0.000406 0.000724
6.6000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000014 0.000038 0.000092 0.000196 0.000380 0.000680
6.6500 0.000000 0.000000 0.000000 0.000001 0.000004 0.000012 0.000035 0.000085 0.000183 0.000355 0.000639
6.7000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000011 0.000032 0.000079 0.000170 0.000332 0.000600
6.7500 0.000000 0.000000 0.000000 0.000001 0.000003 0.000010 0.000030 0.000073 0.000158 0.000311 0.000564
6.8000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000009 0.000027 0.000068 0.000147 0.000291 0.000530
6.8500 0.000000 0.000000 0.000000 0.000001 0.000002 0.000009 0.000025 0.000063 0.000137 0.000272 0.000498
6.9000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000008 0.000023 0.000058 0.000128 0.000255 0.000468
6.9500 0.000000 0.000000 0.000000 0.000000 0.000002 0.000007 0.000021 0.000054 0.000119 0.000238 0.000439
7.0000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000007 0.000020 0.000050 0.000111 0.000223 0.000413
7.0500 0.000000 0.000000 0.000000 0.000000 0.000002 0.000006 0.000018 0.000046 0.000103 0.000208 0.000388
7.1000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000017 0.000043 0.000096 0.000195 0.000364
7.1500 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000015 0.000039 0.000089 0.000182 0.000342
7.2000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000014 0.000037 0.000083 0.000171 0.000321
7.2500 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000013 0.000034 0.000077 0.000160 0.000302
7.3000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000012 0.000031 0.000072 0.000149 0.000284
7.3500 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000011 0.000029 0.000067 0.000140 0.000266
7.4000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000010 0.000027 0.000063 0.000131 0.000250
7.4500 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000009 0.000025 0.000058 0.000122 0.000235
7.5000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000009 0.000023 0.000054 0.000114 0.000221
7.5500 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000008 0.000021 0.000050 0.000107 0.000208
7.6000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000007 0.000020 0.000047 0.000100 0.000195
7.6500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000007 0.000018 0.000044 0.000094 0.000183
7.7000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000006 0.000017 0.000041 0.000088 0.000172
7.7500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000006 0.000016 0.000038 0.000082 0.000162
7.8000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000005 0.000015 0.000035 0.000077 0.000152
7.8500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000013 0.000033 0.000072 0.000143
7.9000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000012 0.000031 0.000067 0.000134
7.9500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000012 0.000028 0.000063 0.000126
8.0000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000011 0.000027 0.000059 0.000118
8.0500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000010 0.000025 0.000055 0.000111
8.1000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000009 0.000023 0.000051 0.000104
8.1500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000008 0.000021 0.000048 0.000098
8.2000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000008 0.000020 0.000045 0.000092
8.2500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000007 0.000019 0.000042 0.000087
8.3000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000007 0.000017 0.000039 0.000081
8.3500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000016 0.000037 0.000076
8.4000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000015 0.000034 0.000072
8.4500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000005 0.000014 0.000032 0.000067
8.5000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000005 0.000013 0.000030 0.000063
8.5500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000012 0.000028 0.000059
8.6000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000011 0.000026 0.000056
8.6500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000010 0.000025 0.000052
8.7000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000010 0.000023 0.000049
8.7500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000009 0.000022 0.000046
8.8000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000008 0.000020 0.000043
8.8500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000008 0.000019 0.000041
8.9000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000007 0.000018 0.000038
8.9500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000007 0.000017 0.000036
9.0000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000015 0.000034
9.0500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000014 0.000032
9.1000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000014 0.000030
9.1500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000005 0.000013 0.000028
9.2000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000005 0.000012 0.000026
9.2500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000004 0.000011 0.000025
9.3000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000010 0.000023
9.3500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000010 0.000022
9.4000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000009 0.000021
9.4500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000008 0.000019
9.5000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000008 0.000018
9.5500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000007 0.000017
9.6000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000007 0.000016
9.6500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000007 0.000015
9.7000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000014
9.7500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000006 0.000013
9.8000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000005 0.000012
9.8500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000005 0.000012
9.9000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000005 0.000011
9.9500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000004 0.000010
